Youtube,Link,ProjectName,Developer,AreaName,PropertyType,StartingPrice,ImageLink,"Lat,Lng",Language,Tours,PDF,RedSticker,Green Sticker,New/Hot,Free Sticker,Tags,LifeStyle,Handover,Payment Plan,Bedrooms,LinkRu,LinkAr
N/A,https://opr.ae/projects/al-barari-the-neighbourhood-apartments-for-sale-in-dubai,Al Barari The Neighbourhood,Al Barari,Al Barari,Apartments,719588,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/c5/29/0f/c490b09a18e55ebf301bd67be88fc364aa/1920x881q8/Last%20Photo.jpg,"25.099062, 55.302304",EN,N/A,https://cdn.opr.ae/brochures/the-neighbourhood.pdf,20/80 Post-Completion,N/A,N/A,N/A,N/A,Green Nature Living,Completed,20/80 Post-Completion,N/A,Error,https://opr.ae/ar/projects/al-barari-the-neighbourhood-apartments-for-sale-in-dubai
https://youtu.be/IY02GMpa5YU,https://opr.ae/projects/palm-view-apartments-for-sale-on-palm-jumeirah,Avani Palm View,Avani,Palm Jumeirah,Apartments,1700000,https://i.1.creatium.io/f9/a6/4e/16495c4bf2cf347b2be9844998ee266b01/South-Facade_P-olqCwhYP.jpg,"25.098717, 55.156881",EN,https://my.matterport.com/show/?m=jm3vHNwwUt1&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/palm-view.pdf,20/80 5 Years Post-Handover ,N/A,N/A,N/A,N/A,Waterfront Living,Completed,20/80 5 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/palm-view-apartments-for-sale-on-palm-jumeirah
https://youtu.be/vBDExQ2tSFs,https://opr.ae/projects/emaar-golf-place-villas-dubai-hills-estate,Emaar Golf Place II,Emaar,Dubai Hills Estate,Villas,7250000,https://i.1.creatium.io/8c/28/c4/231aa34757155772b9dcf647869c01f776/11.jpg,"25.113221, 55.273662",EN,https://premium.giraffe360.com/emaar/1669f0e4a50d48668cc772e2da07417c/,https://cdn.opr.ae/brochures/golf-place.pdf,60/40 2 Years Post-Handover,50% DLD Fees Waiver,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Completed,60/40 2 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/emaar-golf-place-villas-dubai-hills-estate
https://youtu.be/R5EdhTk1qDQ,https://opr.ae/projects/majid-al-futtaim-tilal-al-ghaf-harmony-villas-in-dubai,Tilal Al Ghaf Harmony II,Majid Al Futtaim,Tilal Al Ghaf,Villas,3390000,https://cdn.opr.ae/icons/3253dsgjsaujdy6q3ywrujsdg/53b5b5yrteg2qb.jpg,"25.028118, 55.230999",EN,N/A,https://cdn.opr.ae/brochures/harmony-villas.pdf,60/40 5 Years Post-Handover,50% DLD Fees Waiver,N/A,N/A,N/A,Green Nature Living,Completed,60/40 5 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/majid-al-futtaim-tilal-al-ghaf-harmony-villas-in-dubai
https://youtu.be/KIfrTkQxWVI,https://opr.ae/projects/district-one-d1-villas-for-sale-in-dubai-mbr-city,Sobha District One Villas,Sobha,MBR City,Villas,5000000,https://i.1.creatium.io/66/77/63/03f1db7f28b0cd5d0c09c3be2af401a37b/1.jpg,"25.166117, 55.273611",EN,N/A,https://cdn.opr.ae/brochures/d1-villas.pdf,N/A,N/A,N/A,N/A,N/A,"Green Nature Living, Waterfront Living, Beachfront Living",Completed,N/A,N/A,Error,https://opr.ae/ar/projects/district-one-d1-villas-for-sale-in-dubai-mbr-city
https://youtu.be/vnGozqHM7EE,https://opr.ae/projects/damac-hills-green-acres-villas-for-sale-in-dubai,DAMAC Green Acres,DAMAC,DAMAC Hills,Villas,1600000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/4f/2f/d9/629b31ed1f207078fe9cf4dfc8fc8bd5f4/1161x832q8/Header.jpg,"25.029480, 55.252801",EN,N/A,https://cdn.opr.ae/brochures/green-acres.pdf,4 Years Payment Plan,2% DLD Fees Waiver,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Completed,4 Years Payment Plan,N/A,Error,https://opr.ae/ar/projects/damac-hills-green-acres-villas-for-sale-in-dubai
https://youtu.be/g6FeCW0GXng,https://opr.ae/projects/damac-hills-a-la-carte-villas-dubai,DAMAC A La Carte Villas,DAMAC,DAMAC Hills,Villas,1499000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/82/62/cb/54751837b94826d0e6064d2f7ec979fdee/1161x832q8/Header.jpg,"25.028159, 55.252068",EN,N/A,https://cdn.opr.ae/brochures/a-la-carte.pdf,18 Months Post-Handover,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Completed,18 Months Post-Handover,N/A,Error,https://opr.ae/ar/projects/damac-hills-a-la-carte-villas-dubai
N/A,https://opr.ae/projects/grand-bleu-tower-2-at-emaar-beachfront,Emaar Beachfront Grand Bleu Tower II,Emaar,Emaar Beachfront,Apartments,2100000,https://i.1.creatium.io/ee/6c/bc/5d38f81d3e94492c5d95caf2b68a473927/1.jpg,"25.099815, 55.140260",EN,N/A,https://cdn.opr.ae/brochures/grandbleutower2.pdf,60/40 2 Years Post-Handover,50% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Branded Residences",Completed,60/40 2 Years Post-Handover,N/A,Error,Error
https://youtu.be/hpcSbK3dIRI,https://opr.ae/projects/emaar-il-primo-the-opera-district-in-downtown-dubai,Emaar IL Primo The Opera District,Emaar,Downtown Dubai,"Apartments, Penthouses",20601888,https://i.1.creatium.io/64/ff/e4/d082be9b0e34f024953eaa1111cabc19fe/amenities6.jpg,"25.196581, 55.271970",EN,https://www.emaar.com/DowntownDubai_IL_Primo_4BR/index.html#pano13/-45.0/0.0/60.0,https://cdn.opr.ae/brochures/il-primo.pdf,60/40 2 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,60/40 2 Years Post-Handover ,N/A,https://opr.ae/ru/projects/emaar-il-primo-the-opera-district-in-downtown-dubai,https://opr.ae/ar/projects/emaar-il-primo-the-opera-district-in-downtown-dubai
https://youtu.be/HCDtQBByEk8,https://opr.ae/projects/emaar-blvd-heights-downtown-dubai,Emaar BLVD Heights,Emaar,Downtown Dubai,Apartments,5773888,https://i.1.creatium.io/dd/19/1f/47df4201d177876acfb87e54b43f4af4d2/1620x832_Hero-1620x832.jpg,"25.192703, 55.269815",EN,https://my.matterport.com/show/?m=s7V931ersdg&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/blvd-heights.pdf,25/75 3 Years Post-Handover ,100% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,25/75 3 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-blvd-heights-downtown-dubai
https://youtu.be/ykcUicyTY6Q,https://opr.ae/projects/dubai-properties-la-vie-jbr,Dubai Properties La Vie JBR,Dubai Properties,Jumeirah Beach Residence (JBR),"Apartments, Penthouses",7300000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/63/d2/b1/8f543cf2476c834408c4ddd008a577667b/1161x832q8/Header.jpg,"25.080148, 55.134007",EN,https://www.dp.ae/360Pano/virtual_tours/la-vie/,https://cdn.opr.ae/brochures/la-vie.pdf,60/40 3 Years Post-Handover,50% DLD Fees Waiver,N/A,N/A,N/A,Beachfront Living,Completed,60/40 3 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/dubai-properties-la-vie-jbr
https://youtu.be/gEpRaEYFhfA,https://opr.ae/projects/dubai-holding-asayel-madinat-jumeirah-living,Asayel at Madinat Jumeirah Living (MJL),Dubai Properties,Madinat Jumeirah,Apartments,1225000,https://static.propsearch.ae/dubai-locations/madinat-jumeirah-living-15804.jpg,"25.137472, 55.188990",EN,https://mjl.dubaiholding.com/virtual_tour/mjl/,https://cdn.opr.ae/brochures/mjl.pdf,50/50 Payment Plan,N/A,N/A,N/A,N/A,Dubai Luxury Living,Completed,50/50 Payment Plan,N/A,https://opr.ae/ru/projects/dubai-holding-asayel-madinat-jumeirah-living,https://opr.ae/ar/projects/dubai-holding-asayel-madinat-jumeirah-living
https://youtu.be/9gAdGka7TRU,https://opr.ae/projects/dubai-holding-rahaal-madinat-jumeirah-living,Rahaal at Madinat Jumeirah Living (MJL),Dubai Properties,Madinat Jumeirah,Apartments,1800000,https://cdn.opr.ae/icons/mjl/community/1.jpg,"25.137472, 55.188990",EN,https://mjl.dubaiholding.com/virtual_tour/mjl/,https://cdn.opr.ae/brochures/rahaal.pdf,2 Years Post-Handover,N/A,N/A,N/A,N/A,Dubai Luxury Living,Completed,2 Years Post-Handover,N/A,https://opr.ae/ru/projects/dubai-holding-rahaal-madinat-jumeirah-living,https://opr.ae/ar/projects/dubai-holding-rahaal-madinat-jumeirah-living
https://youtu.be/fvdePH95KLU,https://opr.ae/projects/omniyat-anwa-apartments-in-dubai-maritime-city,Omniyat Anwa,Omniyat,Dubai Maritime City,Apartments,864000,https://i.1.creatium.io/09/b9/5a/8b499d30de31f954227f9d621f85203448/anwa-24.jpg,"25.269770112157822, 55.269963112588265",EN,N/A,https://cdn.opr.ae/brochures/anwa.pdf,5 Years Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Completed,5 Years Payment Plan,N/A,Error,Error
N/A,https://opr.ae/projects/meraas-sur-la-mer-townhouses,Meraas Sur La Mer,Meraas,Jumeirah 1,Townhouses,7500000,https://u20.plpstatic.ru/s/163qc09061/e6c16d2f1b9d0ebdca33f222ceabeb18/5820449cf9b78291113fe90eee6a51a8.jpg,"25.235375, 55.254931",EN,https://360.visengine.com/meraas_vrt4/v45_99/#pano22/0.0/0.0/100.0,https://cdn.opr.ae/brochures/sur-la-mer.pdf,50/50 Post-Handover,100% DLD Fees Waiver,N/A,N/A,N/A,Waterfront Living,Completed,50/50 Post-Handover,N/A,https://opr.ae/ru/projects/meraas-sur-la-mer-townhouses,https://opr.ae/ar/projects/meraas-sur-la-mer-townhouses
https://youtu.be/_P1gqQwhDQE,https://opr.ae/projects/dubai-properties-one-jbr,Dubai Properties One JBR,Dubai Properties,Jumeirah Beach Residence (JBR),"Apartments, Penthouses",7000000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/46/bc/d9/3a44405dd7d41998408582a7b37a3d3644/1161x832q8/Header.jpg,"25.083994, 55.138728",EN,N/A,https://cdn.opr.ae/brochures/1jbr.pdf,N/A,100% DLD Fees Waiver,N/A,N/A,N/A,Waterfront Living,Completed,N/A,N/A,https://opr.ae/ru/projects/dubai-properties-one-jbr,https://opr.ae/ar/projects/dubai-properties-one-jbr
https://youtu.be/JbVOZxrMXXg,https://opr.ae/projects/al-barari-chorisia-villas-for-sale-in-dubai,Al Barari Chorisia Villas,Al Barari,Al Barari,Villas,5300000,https://i.1.creatium.io/13/67/5e/e7456dd859fa8625c0998fd609b0c82b66/chorisia-48.jpg,"25.099062, 55.302304",EN,N/A,https://cdn.opr.ae/brochures/chorisia.pdf,N/A,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2022,N/A,N/A,Error,https://opr.ae/ar/projects/al-barari-chorisia-villas-for-sale-in-dubai
N/A,https://opr.ae/projects/stella-maris-dubai-marina-apartments-for-sale,Bloom Stella Maris,Bloom,Dubai Marina,Apartments,998000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/f9/c2/b1/7522a8fcc06518270dd86d8351c5c61afd/1161x832q8/Header.jpg,"25.085940, 55.143946",EN,N/A,https://cdn.opr.ae/brochures/stella-maris.pdf,N/A,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Completed,N/A,N/A,Error,Error
https://youtu.be/khOeaIlbRVE,https://opr.ae/projects/serenia-residences-palm-jumeirah-dubai,Serenia Residences The Palm,Palma Holding,Palm Jumeirah,Apartments,2200000,https://palmaholding.com/wp-content/uploads/2015/04/Serenia-Residences-The-Palm-5.jpg,"25.132471, 55.151932",EN,https://my.matterport.com/show/?m=5ASpJKX7P4m&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/serenia.pdf,N/A,N/A,N/A,N/A,N/A,"Beachfront Living, Waterfront Living, Dubai Luxury Living",Completed,N/A,N/A,Error,https://opr.ae/ar/projects/serenia-residences-palm-jumeirah-dubai
https://youtu.be/EEhCvm2KkBU,https://opr.ae/projects/meraas-nikki-beach-residences-dubai,Meraas Nikki Beach Residences,Meraas,Pearl Jumeirah,Apartments,3010000,https://www.meraas.com/-/media/project/meraasecosystem/meraas/media-center/2018/nikki-beach/nikkibeach-m.jpg,"25.247846, 55.258211",EN,https://my.matterport.com/show/?m=q9Z8kXQXh56&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/nikki-beach.pdf,10/90 4 Years Post-Handover,N/A,N/A,2 Years Service Charges Waiver,N/A,Beachfront Living,Completed,10/90 4 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/meraas-nikki-beach-residences-dubai
https://youtu.be/Fn4YXpOq1PM,https://opr.ae/projects/meraas-amalfi-villas-dubai,Meraas Amalfi Villas,Meraas,Jumeira Bay,Villas,5700000,https://www.luxuryproperty.com/uploads/images/-bedroom-villa-for-sale-villa_amalfi-LP01800-eb6ead570e08f80.jpg,"25.213835, 55.236940",EN,N/A,https://cdn.opr.ae/brochures/amalfi.pdf,N/A,N/A,N/A,N/A,N/A,Green Nature Living,Completed,N/A,N/A,https://opr.ae/ru/projects/meraas-amalfi-villas-dubai,https://opr.ae/ar/projects/meraas-amalfi-villas-dubai
https://youtu.be/lcBRlFRQdyU,https://opr.ae/projects/marsa-al-arab-villas,Marsa Al Arab Quay Wall Villas,Jumeirah Group,Jumeirah,Villas,40000000,https://i.1.creatium.io/3e/39/d2/d944458426ad09b4644c4c1cacaa2ce924/marsa_al_arab_9.jpg,"25.147132, 55.188533",EN,N/A,https://cdn.opr.ae/brochures/marsa-al-arab.pdf,N/A,N/A,N/A,N/A,N/A,Waterfront Living,Completed,N/A,N/A,Error,Error
N/A,https://opr.ae/projects/22-carat-villas-palm-jumeirah,XXII CARAT Club Villas (22 CARAT),Forum Group,Palm Jumeirah,Villas,38535000,https://i.1.creatium.io/0f/62/04/a02181a8dcb8b48605b37cda7a3513e00d/1.jpg,"25.098939, 55.130772",EN,N/A,https://cdn.opr.ae/brochures/22-carat.pdf,N/A,N/A,N/A,N/A,N/A,Waterfront Living,Completed,N/A,N/A,https://opr.ae/ru/projects/22-carat-villas-palm-jumeirah,Error
https://youtu.be/b8bBoJnF-gg,https://opr.ae/projects/hillside-villas-jumeirah-golf-estates-dubai,Hillside Villas,SOL Properties,Jumeirah Golf Estates,Villas,55000000,https://cdn.opr.ae/icons/3253dsgjsaujdy6q3ywrujsdg/hillside.jpg,"25.020443, 55.197272",EN,N/A,https://cdn.opr.ae/brochures/hillside.pdf,N/A,N/A,N/A,N/A,N/A,"Green Nature Living, Near Golf Course",Completed,N/A,N/A,Error,https://opr.ae/ar/projects/hillside-villas-jumeirah-golf-estates-dubai
https://youtu.be/tmxOuleB1bA,https://opr.ae/projects/meraas-cherrywoods-townhouses,Meraas Cherrywoods,Meraas,Al Ain Road,Townhouses,1600000,https://i.1.creatium.io/84/7b/11/6294974294ab1d0b7e7d40a121715b08c4/Meraas%20Cherrywoods%20Townhouses%20Exterior%201.jpg,"25.023012, 55.287803",EN,https://360.visengine.com/cherrywoods_vrt/5/#pano13/41.0/11.3/100.0,https://cdn.opr.ae/brochures/cherrywoods.pdf,40/60 3 Years Post-Handover,N/A,N/A,N/A,N/A,Green Nature Living,Completed,40/60 3 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/meraas-cherrywoods-townhouses
https://youtu.be/D07vAAndkmU,https://opr.ae/projects/emaar-beachfront-beach-isle-apartments-dubai,Emaar Beachfront Beach Isle,Emaar,Emaar Beachfront,Apartments,1533888,https://static.homesoverseas.ru/pic/complex/4/0/3/6/40362.jpg,"25.098787, 55.141120",EN,N/A,https://cdn.opr.ae/brochures/beach-isle.pdf,70/30 2 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Q2 2023,70/30 2 Years Post-Handover,N/A,Error,Error
https://youtu.be/CozOS2fKA2E,https://opr.ae/projects/emaar-beachfront-marina-vista-apartments-for-sale,Emaar Beachfront Marina Vista,Emaar,Emaar Beachfront,Apartments,2251888,https://static.tildacdn.com/tild3937-6232-4939-a161-386433363564/b4db5167b502ae9320d2.jpg,"25.099642, 55.141465",EN,N/A,https://cdn.opr.ae/brochures/marinavista.pdf,60/40 2 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Q1 2023,60/40 2 Years Post-Handover,N/A,Error,Error
https://youtu.be/CozOS2fKA2E,https://opr.ae/projects/emaar-beachfront-south-beach-apartments-for-sale,Emaar Beachfront South Beach,Emaar,Emaar Beachfront,Apartments,2549888,https://i.1.creatium.io/db/57/99/205b32e9018ce1ece7f4c55428a5a3ca17/Emaar%20Beachfront%20South%20Beach.jpg,"25.098675, 55.141018",EN,N/A,https://cdn.opr.ae/brochures/south-beach.pdf,60/40 2 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Completed,60/40 2 Years Post-Handover,N/A,Error,Error
https://youtu.be/CozOS2fKA2E,https://opr.ae/projects/emaar-beachfront-beach-vista-apartments-for-sale,Emaar Beachfront Beach Vista,Emaar,Emaar Beachfront,Apartments,2218888,https://static.tildacdn.com/tild3636-3931-4933-b433-373161626165/Mask_Group_1.png,"25.100092, 55.141274",EN,N/A,https://cdn.opr.ae/brochures/Beach-Vista.pdf,50/50 3 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Completed,50/50 3 Years Post-Handover,N/A,Error,Error
https://youtu.be/CozOS2fKA2E,https://opr.ae/projects/emaar-beachfront-sunrise-bay-apartments-for-sale,Emaar Beachfront Sunrise Bay,Emaar,Emaar Beachfront,Apartments,2048888,https://i.1.creatium.io/d7/6d/2b/f6f20ca8d889dc04e2d50b8055b6e97f73/1618x832q8/Emaar%20Beachfront%20Sunrise%20Bay.jpg,"25.099853, 55.142179",EN,https://premium.giraffe360.com/emaar/emaar-beachfront-sunrise-bay/,https://cdn.opr.ae/brochures/sunrise-bay.pdf,50/50 3 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living",Completed,50/50 3 Years Post-Handover,N/A,Error,Error
https://youtu.be/CozOS2fKA2E,https://opr.ae/projects/grand-bleu-tower-at-emaar-beachfront,Emaar Beachfront Grand Bleu Tower I,Emaar,Emaar Beachfront,Apartments,1670888,https://i.1.creatium.io/e5/ec/a2/bbca0dd6642a8840f6864e037f385e257e/ee72b8355a52bddb9a839f5b64d77ee1.jpg,"25.099815, 55.140260",EN,N/A,https://cdn.opr.ae/brochures/grandbleutower.pdf,60/40 2 Years Post-Handover,2% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Beachfront Living, Branded Residences",Q3 2023,60/40 2 Years Post-Handover,N/A,Error,Error
https://youtu.be/7vgtlZXMGUo,https://opr.ae/projects/tebyan-sparkle-towers-apartments-dubai-marina,Tebyan Sparkle Towers,Tebyan,Dubai Marina,Apartments,840477,https://u10.plpstatic.ru/e6c16d2f1b9d0ebdca33f222ceabeb18/24cd75dddb61fb6f9b60ceb3e52f26db.jpg,"25.071671, 55.130993",EN,https://my.matterport.com/show/?m=5T5qdkqhoYe&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/sparkle-towers.pdf,N/A,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Completed,N/A,N/A,Error,https://opr.ae/ar/projects/tebyan-sparkle-towers-apartments-dubai-marina
https://youtu.be/7T23V0Vg1P0,https://opr.ae/projects/emaar-5242-apartments-dubai-marina,Emaar 52 42,Emaar,Dubai Marina,Apartments,1964888,https://u20.plpstatic.ru/s/94lph0h061/044180964861ed3464a1c067ea0103a6/b9c83108a361d465ffaeacd5756f1026.jpg,"25.071349, 55.124993",EN,N/A,https://cdn.opr.ae/brochures/5242.pdf,25/75 3 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Completed,25/75 3 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-5242-apartments-dubai-marina
N/A,https://opr.ae/projects/al-barari-ashjar-apartments-for-sale-in-dubai,Al Barari Ashjar Apartments,Al Barari,Al Barari,Apartments,2457944,https://mybayutcdn.bayut.com/mybayut/wp-content/uploads/al-barari-cover.jpg,"25.099062, 55.302304",EN,N/A,https://cdn.opr.ae/brochures/ashjar.pdf,40/60 2 Years Post-Handover,N/A,N/A,N/A,N/A,Green Nature Living,Completed,40/60 2 Years Post-Handover,N/A,Error,https://opr.ae/ar/projects/al-barari-ashjar-apartments-for-sale-in-dubai
N/A,https://opr.ae/projects/damac-zada-residences-dubai,DAMAC Zada Residences,DAMAC,Business Bay,Apartments,669999,https://u20.plpstatic.ru/s/163qc2n061/044180964861ed3464a1c067ea0103a6/3f756dc55c3e8a48953b02e4356f52e8.jpg,"25.184466, 55.261449",EN,N/A,https://cdn.opr.ae/brochures/zada.pdf,5 Years Payment Plan,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living",Q4 2022,5 Years Payment Plan,N/A,Error,https://opr.ae/ar/projects/damac-zada-residences-dubai
https://youtu.be/xCeu4rsiEow,https://opr.ae/projects/al-barari-the-nest-villas-dubai,Al Barari The Nest Villas,Al Barari,Al Barari,Villas,12709234,https://u8.plpstatic.ru/s/15bmmi6061/e6c16d2f1b9d0ebdca33f222ceabeb18/cea967e2e88e1690ec0ecd22d476b5fc.jpg,"25.099062, 55.302304",EN,N/A,https://cdn.opr.ae/brochures/the-nest.pdf,40/60 2 Years Post-Handover,N/A,N/A,N/A,N/A,Green Nature Living,Completed,40/60 2 Years Post-Handover,N/A,Error,Error
N/A,https://opr.ae/projects/soho-palm-jumeirah-dubai-apartments,Soho Palm,NYC Holdings Limited,Palm Jumeirah,Apartments,1275000,https://u10.plpstatic.ru/s/163qbge061/e6c16d2f1b9d0ebdca33f222ceabeb18/bf04b5b4c8eca8db622573efc901b9a5.png,"25.108487, 55.143547",EN,N/A,https://cdn.opr.ae/brochures/soho-palm.pdf,N/A,N/A,N/A,N/A,N/A,Waterfront Living,Completed,N/A,N/A,Error,Error
N/A,https://opr.ae/projects/ellington-collection-palm-jumeirah-island-beachfront-villas-for-sale,The Ellington Collection Villas,Ellington Properties,Palm Jumeirah,Villas,18000000,https://i.1.creatium.io/e7/e0/91/75d746d7046875aa47856eeac5544cea7e/1161x832q5/header.jpg,"25.113639, 55.128194",EN,N/A,https://cdn.opr.ae/brochures/ellington-palm-jumeirah-villas.pdf,N/A,N/A,N/A,N/A,N/A,"Dubai Luxury Living, Waterfront Living, Beachfront Living",Completed,N/A,N/A,Error,https://opr.ae/ar/projects/ellington-collection-palm-jumeirah-island-beachfront-villas-for-sale
N/A,https://opr.ae/projects/nakheel-madinat-badr-apartments-for-sale-in-dubai,Nakheel Madinat Badr,Nakheel,Madinat Badr,Apartments,1200000,https://437e81e1-5ed1-4d53-bed7-e6f8d97dcc9b.selcdn.net/85/4b/6b/77a7bba3cb665354e0a66bc4c01ffbf4d2/1161x832q8/Header.jpg,"25.237352, 55.413361",EN,https://my.matterport.com/show/?m=TT6vgShhrdg&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/madinat-badr.pdf,10 Years Payment Plan,N/A,N/A,N/A,N/A,Green Nature Living,Q4 2022,10 Years Payment Plan,N/A,Error,https://opr.ae/ar/projects/nakheel-madinat-badr-apartments-for-sale-in-dubai
https://youtu.be/8q9hC_rwwio,https://opr.ae/projects/emaar-blvd-crescent-downtown-dubai,Emaar BLVD Crescent,Emaar,Downtown Dubai,Apartments,1240000,https://u20.plpstatic.ru/s/94jgb11061/044180964861ed3464a1c067ea0103a6/32f29a8fe50c900b18836a9efe895067.jpg,"25.191680, 55.270428",EN,https://my.matterport.com/show/?m=s7V931ersdg&play=1&brand=0&help=0&mls=0&qs=0&title=0&hl=0,https://cdn.opr.ae/brochures/blvd-crescent.pdf,25/75 3 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,25/75 3 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-blvd-crescent-downtown-dubai
N/A,https://opr.ae/projects/emaar-act-one-act-two-downtown-dubai,Emaar Act One Act Two,Emaar,Downtown Dubai,Apartments,1566888,https://u10.plpstatic.ru/s/163qcmn061/e6c16d2f1b9d0ebdca33f222ceabeb18/5e05dd42787d9b9a76572d2fb85d34e5.jpg,"25.192816, 55.271328",EN,N/A,https://cdn.opr.ae/brochures/act-towers.pdf,60/40 2 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,60/40 2 Years Post-Handover ,N/A,Error,Error
N/A,https://opr.ae/projects/emaar-grande-downtown-dubai,Emaar Grande,Emaar,Downtown Dubai,Apartments,4252888,https://u10.plpstatic.ru/s/94il5kg061/e6c16d2f1b9d0ebdca33f222ceabeb18/962208434330960a23255d5f95108700.jpg,"25.194930, 55.271455",EN,https://properties.emaar.com/wp-content/uploads/virtual-tour/DowntownDubai-Grande-1BR/,https://cdn.opr.ae/brochures/grande.pdf,60/40 2 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Q1 2023,60/40 2 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-grande-downtown-dubai
https://youtu.be/8DJbOc0rhdI,https://opr.ae/projects/emaar-downtown-views-downtown-dubai,Emaar Downtown Views II,Emaar,Downtown Dubai,Apartments,2263888,https://u20.plpstatic.ru/s/163qd7h061/044180964861ed3464a1c067ea0103a6/779092d96ebf77bd5f5e0da793051f17.jpg,"25.203151, 55.280662",EN,N/A,https://cdn.opr.ae/brochures/downtown-views.pdf,70/30 2 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,70/30 2 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-downtown-views-downtown-dubai
https://youtu.be/oPY6PeS7r9I,https://opr.ae/projects/emaar-vida-residence-downtown-dubai,Emaar VIDA Residence Downtown Dubai,Emaar,Downtown Dubai,Apartments,4076888,https://cdn.opr.ae/icons/vida-downtown-dubai-3.jpg,"25.190232, 55.273041",EN,N/A,https://cdn.opr.ae/brochures/vida-downtown-dubai.pdf,25/75 3 Years Post-Handover ,50% DLD Fees Waiver,N/A,N/A,N/A,Dubai Luxury Living,Completed,25/75 3 Years Post-Handover ,N/A,Error,https://opr.ae/ar/projects/emaar-vida-residence-downtown-dubai
N/A,https://opr.ae/projects/marina-arcade-apartments-for-sale-in-dubai-marina,Marina Arcade,Marina Arcade Real Estate,Dubai Marina,Apartments,1506000,https://i.1.creatium.io/4e/78/26/f70a9037d991b7ee685bd2a7c2db509a1a/header.jpg,"25.090330, 55.150351",EN,N/A,https://cdn.opr.ae/brochures/marina-arcade.pdf,25/75 2 Years Post-Handover,N/A,N/A,N/A,N/A,Waterfront Living,Completed,25/75 2 Years Post-Handover,N/A,https://opr.ae/ru/projects/marina-arcade-apartments-for-sale-in-dubai-marina,Error
