canonical_name,level,parent,aliases
Al Manal Residence 2,subcommunity,"Dubai Silicon Oasis, Dubai","al manal 2, manal residence 2, al manal res 2, al manal res, manal 2 dso, dso al manal 2, al manal residence ii, al manal resd 2, al manal resi 2, almanal 2, almanal residence 2, al manal 2 silicon, al manal 2 silicon oasis, al manal res 2 dso, al manal 2 dxb, al manalres 2, al manal resdence 2, al mannal 2, al manal residance 2"
Al Manal Tower,subcommunity,"Sheikh Zayed Road, Dubai","almanal, al manal, manal tower, manaltower, almanaltower, szr al manal, al manal szr, al manal tower szr, al manal twr, almanal twr, almnl, al manal t, al manal tnr, almanel tower, almanil tower, al manel, al manal tewer"
Al Manara,subcommunity,"Jumeirah Village Triangle, Dubai","almanara, al manra, al manara jvt, jvt al manara, al manara jumeirah, manara jvt, almnra, almanra, almanara jvt, al manara dxb, jvt manara, al-manara"
Al Manara Building,subcommunity,"Dubai Investment Park (DIP), Dubai","almanara bldg, al manara bld, al manara dip, dip al manara, al manara building dip, almanarabuilding, al manra bldg, al manara dip 1, al manara dip 2, almnara bldg, al manara bldg dip, al manra building, al manara bldng, almanara building dip, al manara buildng"
Al Manara Building,subcommunity,"Sheikh Zayed Road, Dubai","almanara, almanarabldg, almanarabld, almanarabuilding, almanar, almanar bldg, almanar bld, szr almanara, almanara szr, almanaraszr, almanarbldg, al manara, al-manara, al manara bldg, almanara building, szr almanara bldg"
Al Manara Tower,subcommunity,"Business Bay, Dubai","almanara, manara tower, al manara, al manara bbay, al manara business bay, almanaratower, manaratower, almnara, al manra, al manara twr, manara twr, bbay al manara, business bay al manara, almanara bb, al manara b.bay"
Al Manara Tower,subcommunity,"Jumeirah Village Triangle, Dubai","almanaratower, almanara, almanara jvt, jvt al manara, jvt almanara, almanara tower jvt, manara tower, manara jvt, almanaratwr, almanaratowerjvt, al manara twr, almanara twr, almanratower, almnaratower, almanar tower, almanara towr, almanaratowr"
Al Manara Tower - JVC,subcommunity,"Jumeirah Village Circle, Dubai","almanara, manara tower, manara jvc, jvc manara, manaratower, almarnara, al manara jvc, jvc al manara, manara t-wr, almnara, al manara t-wr, al manara t, manara jumeirah village circle, jvc almanara"
Al Manhal Tower,subcommunity,"Airport Road, Abu Dhabi","almanhal, almanhal twr, almanhaltower, manhal tower, manhal twr, almanhal tbr, al manhal twr, almanhal ad, almanhal airport road, airport rd al manhal, almanhal bldg, almanhhal, almanhel, almanhal towerr"
Al Mansoori Building,subcommunity,"Madinat Zayed, Abu Dhabi","almansoori bldg, mansoori bldg, mansoori building, al mansoori bldg, almansooribldg, mansooribldg, almansori bldg, al mansori bldg, mz al mansoori, madinat zayed al mansoori, mansoori madinat zayed, almansoori madinat zayed, al mansoori mz, almansoorimz, mansoorimz, almansori, al mansori, almansoori, mansoori, mansuri bldg"
Al Mansour Tower,subcommunity,"Al Nahda, Sharjah","almansour, al mansoor, almansoor, almansour tower, al mansour tnr, al mansour twr, almansourtwr, almansourtower, almansoor tower, alnahda almansour, al nahda al mansour, almansour alnahda, almansour sharjah, alnahda almansoor, almansoor alnahda, al mansour shj, almansour shj, al mansour bldg, almansour bldg"
Al Mansoura,subcommunity,"Al Sharq, Sharjah","almansora, al mansoor, almansour, al mansoura sharjah, sharjah al mansoura, al sharq mansoura, almansoura sharjah, al mansora sharjah, al mansoura shj, almansoura shj, al mansoura st, al mansoura area, almansora sharjah"
Al Manzel,subcommunity,"Al Karama, Dubai","manzel, almanzel, karama manzel, manzel karama, almanzil, manzil, almnzl, mnzl, al manzil, karama manzil, almanzil karama"
Al Maqtaa Commercial Complex,subcommunity,"Mussafah, Abu Dhabi","maqtaa complex, al maqta, maqtaa, maqta, mussafah maqtaa, maqtaa mussafah, al maqtaa comm, maqtaa comm, maqta comm, almaqtaa, maqtaacomplex, maqtaa office, maqta office, al maqta complex, al maqtaa building, maqtaa building, al maqta area, maqta area, mussafah maqta"
Al Maqtaa Mall,subcommunity,"Abu Dhabi Gate City, Abu Dhabi","maqtaa mall, maqta mall, al maqta, maqta, adgc mall, abu dhabi gate mall, gate city mall, maqtaamall, almaqta, al maqtaa, maqtaa, maqta mall ad, ad gate mall, maqtaa mall ad, maqtaa gate"
Al Maqtaa Mall,subcommunity,"Dubai Investment Park (DIP), Dubai","maqtaa mall, al maqta, maqta mall, almaqtaa, al maqtaa, maqtaa, dip maqtaa, maqta dip, dip mall, almaqta, al-maqtaa, almqta, almaqtaamall"
Al Maqtaa Residence Building,subcommunity,"Muroor Area, Abu Dhabi","almaqtaa, al maqta, maqta res, maqta building, maqta res building, maqtaa res, muroor maqtaa, maqtaa muroor, al maqta res, maqta bldg, maqta resid, almaqta residence, maqtaa bldng, al maqtaa bldg, al maqta residency, maqtaa residency, maqtaarea, maqtaarealestate"
Al Maqtaa village,subcommunity,"Al Maqtaa, Abu Dhabi","maqtaa, maqtaa village, almaqtaa, almaqta, maqta, alqmaxtaa, almaqtaavillage, al maqta, maqta village, almaqta vill, almaqta vil, maqta vil, maqtaavillage"
Al Maqtaa Villas,subcommunity,"Mohamed Bin Zayed City, Abu Dhabi","maqtaa, almaqtaa, mbz maqtaa, maqta villas, al maqta, mbz city villas, maqtaa villas, al maqta villas, maqta villa, almaqta, maqtaa vls, mbz maqtaa villas, al maqtaa vls, maqtaavillas, almaqtaavillas, mbzmaqtaa, maqta vls"
Al Marasy,subcommunity,"Al Bateen, Abu Dhabi","almarasy, marasy, almarasi, almarasee, marasi, marasee, albateenmarasy, marasybateen, albateenmarasi, marasyad, marasyauh, almarasyabudhabi, almarasyad"
Al Marayegh,subcommunity,"Al Jaheli, Al Ain","almarayegh, marayegh, almarayagh, almarayeh, almarayigh, almarayeg, almrayegh, almarayegh al ain, al ain marayegh, marayegh al ain, aljaheli marayegh, almarayegh sub, marayegh sub, almrigh, almaraygh, almarayeh al ain"
Al Mareija,subcommunity,"Al Gharb, Sharjah","almareja, almarejah, almareija, al mareja, al marejah, algharbalmareija, algharb mareija, mareija, marejah, almrja, almrjah, almareija sharjah, almarejah sharjah, almareja sharjah, algharbalmareja, almareija sub, almareja sub, almrja shj, almrjah shj, almareijah shj"
Al Mariah Community,subcommunity,"Al Raha Gardens, Abu Dhabi","almariah, almariahgardens, alrahaalmariah, almariahraha, almariahgdn, almariahgdns, al mariah, almaria, almariah garden, almariahs, almariah subcommunity, al raha al mariah, alraha gardens al mariah"
Al Marjan Villas,subcommunity,"Dubai Marina, Dubai","amv, al marjan, marjan villas, marjan villa, al marjan vilas, al marjan villa, marjan vilas, almarjan, almarjan villas, marjanvillas, almarjanvillas, al marjan marina, marjan villas marina, al marjan villas marina, dubai marina al marjan, al marjan villas dubai marina, al marjaan villas, al marjam villas, marina marjan villas, marina al marjan, almarjan marina"
Al Markaz Industrial Development,subcommunity,"Al Dhafrah, Abu Dhabi","al markaz, markaz, al markaz ind, markaz ind, al markaz industrial, markaz industrial, almarkaz, almarkazind, almarkazindustrial, al markas, almarkas, al markz, al markaz abu dhabi, al markaz al dhafrah, al dhafrah al markaz, al markaz ad, amid, al markaz dev"
Al Markaziyah West,subcommunity,"Al Markaziyah, Abu Dhabi","markaziyah west, markaziya west, al markaziya west, markazya west, al markazya west, amw, al markaziyah w, markaziyah w, al markaziya w, markaziya w, almarkaziyahwest, markaziyahwest, almarkaziyawest, markaziyawest, al markaziyah west abu dhabi, markaziyah west abu dhabi, al markaziya west abu dhabi, markaziya west abu dhabi"
Al Marsa,subcommunity,"Al Jazirah Al Hamra, Ras Al Khaimah","marsa, almarsa, el marsa, elmarsa, al maras, al mursa, almarasa, al marsa rak, marsa rak, al marsa al hamra, al marsa jazirah al hamra, al hamra al marsa, marsa al hamra, jazirah al hamra al marsa, al marsa al jazirah al hamra"
Al Marsa Residences,subcommunity,"Al Fahid, Abu Dhabi","marsa res, almarsa, marsaresidences, alfahid marsa, marsa alfahid, al fahid marsa res, alfahidres, alfahidmarsa, almarsares, marsa, marsares, almarsaresi, almarsa res, alfahidmarsares, marsa residences, al fahid marsa"
Al Marsa Villas,subcommunity,"Al Fahid, Abu Dhabi","al marsa, marsa villas, amv, am villas, almarsavillas, marsavillas, almarsa, al maras villas, al mursa villas, al marsa al fahid, al fahid al marsa, al fahid al marsa villas, al marsa villas al fahid, alfahid al marsa, marsa villas fahid, al fahid marsa, marsa villa, almarsa villa"
Al Marwa Towers,subcommunity,"Cornich Al Buhaira, Sharjah","marwa towers, al marwa, marwa, marwatowers, almarwa, marwa tower, corniche marwa, al buhaira marwa, marwa corniche, marwa shj, al marwa shj, almarwatowers, marwatower, marwa turs, marwa twrs, marwa towr, al marwa twrs"
Al Maryah Vista,subcommunity,"Al Maryah Island, Abu Dhabi","amv, almaryahvista, almaryavista, maryahvista, al maryah vsta, almaryah vista, al maryahvsta, al maryah, almaryah, amv abu dhabi, amv ad, almaryah island vista, maryah vista abu dhabi, almaryahvsta, am vista, almaryah-vista"
Al Maryah Vista 2,subcommunity,"Al Maryah Island, Abu Dhabi","amv2, almaryahvista2, maryahvista2, amv 2, al maryah 2, maryah 2, almaryah2, am vista 2, al maryah vista ii, almaryahvistaii, al maryah vista two, maryah vista ii, almaryah v2, am vista ii, almaryahvista 2"
Al Marzouqi Towers,subcommunity,"Al Qasimia, Sharjah","marzouqi twr, al marzouqi, marzouqi towers, alqasimia marzouqi, marzouqi qasimia, marzoqi towers, marzoqi twr, al marzouqi sharjah, marzouqi turs, marzouqitwers, marzouqitower, marzoki towers, marzouqi t</p>"
Al Masagi,subcommunity,"Al Jaheli, Al Ain","almasagi, al masji, almasji, al masg, al masaj, al masaji, aljaheli masagi, aljaheli almasagi, al masagi al ain, masagi, masagi al ain, almasagi alain, almasg, almsgi, al masge, al masagi alain, al masajee, al masagie, al masji al ain"
Al Masaood Tower,subcommunity,"Al Najda Street, Abu Dhabi","masaood tower, al masood tower, masood tower, al masoud tower, masoud tower, amt, masaood twr, al masaood twr, al masood twr, masood twr, masaood, al masaood, almasaoodtower, almasoodtower, masaoodtower, masoodtower, masaood bldg, masood bldg, najda masaood tower, masaood tower najda, masood tower najda, al najda masaood, massood tower, al massood tower"
Al Maskan,subcommunity,"Al Jafiliya, Dubai","maskan, almaskan, al masken, masken, almasken, al maskn, maskn, almaskn, almascan, mascan, al maskan jafiliya, maskan jafiliya, almaskan jafiliya, jafiliya maskan, al jafiliya maskan, al jafiliya al maskan, masken jafiliya"
Al Maskan,subcommunity,"Al Karama, Dubai","almaskan, maskan, al karama maskan, karama maskan, maskan karama, almaskn, almskn, al maskn, mskn, alkaramamaskan, alkaramamskn, al karama sub, karama sub, almaskan karama, al maskan karama"
Al Maskan 2,subcommunity,"Al Jafiliya, Dubai","am2, am 2, maskan 2, maskan2, almaskan2, almaskan 2, al maskan ii, al maskan two, maskan two, maskan ii, al masken 2, al maskaan 2, mascan 2, mascan2, al jafiliya al maskan 2, jafiliya al maskan 2, jafiliya maskan 2, al maskan 2 jafiliya, almaskan, maskan, almaskan two, almaskanii, am two, am ii"
Al Masood Building,subcommunity,"Al Jafiliya, Dubai","al masood, masood bldg, masood building, al masood bldg, al masood blg, almasood, almasoodbuilding, almasoodbldg, masoodbldg, al masod building, al masod bldg, al masoud building, al masoud bldg, el masood building, el masood bldg, almassood bldg, almassood building, al masood bulding, al masood building jafiliya, al masood bldg jafiliya, jafiliya al masood bldg, al masood jafiliya, almasood jafiliya, al masood building al jafiliya, al masood bldg al jafiliya, jafiliya al masood"
Al Masood Tower,subcommunity,"Hamdan Street, Abu Dhabi","amt, al masood, al massood, masood tower, massood tower, masood twr, al masood twr, al massood twr, al masoud tower, al massoud tower, masoud tower, al masod tower, almasoodtower, masoodtower, almasood, almasoodtwr, al masood tower hamdan, al masood hamdan, masood tower hamdan, masood hamdan, al masood hamdan street, masood tower hamdan st, al masood tower hamdan st, almasood hamdan, amt hamdan"
Al Masoud Tower,subcommunity,"Al Garhoud, Dubai","amt, al masoud, al masaood, al massood, masoud tower, masaood tower, massood tower, masud tower, almasoud, almasoudtower, masoudtower, al masaood tower, al massood tower, al masud tower, masoud tower garhoud, al masoud garhoud, al masoud tower garhoud, al masoud tower al garhoud, masoud twr, masaood twr, massood twr, al masoud twr, al masaood twr, almasuod, almasuod tower, masoud twr garhoud, al masoud twr garhoud"
Al Mass Villas,subcommunity,"Dubai Marina, Dubai","almass, almassvillas, amv, amv marina, almass marina, almas villas, almass villa, almassvillas marina, almas marina, almassvillasdubaimarina, almass dxb marina, almassdmm, almassv, almassm, almass-villas, almassvillasdmm"
Al Mazroui Tower,subcommunity,"Jawazat Street, Abu Dhabi","amt, mazroui twr, al mazroui twr, mazrui twr, mazroui, al mazroui, mazrui, al mazrouy tower, mazrouy tower, al mazrooei tower, mazrooei tower, al mazrui tower, al mazroi tower, mazroi tower, almazrouitower, mazrouitower, almazruitower, mazruitower, mazrouitwr, almazrouitwr, al mazroui tower jawazat, mazroui tower jawazat, mazroui twr jawazat, jawazat mazroui, jawazat street mazroui tower, al mazroui jawazat, mazroui jawazat, jawazat street mazroui"
Al Meera Complex,subcommunity,"Dubai Media City, Dubai","amc, al meera, meera complex, meera comp, meera, al miera complex, al mera complex, al meara complex, al meera complx, al miera, al mera, almeera, almeeracomplex, meeracomplex, dmc al meera, media city al meera, al meera dmc, al meera media city, al meera complex dmc, al meera complex media city, almeera dmc, almeera complex, al meera comp"
Al Meraikhi Tower,subcommunity,"Sheikh Zayed Road, Dubai","al meraikhi twr, meraikhi twr, meraikhi tower, al meraikhi towers, meraikhi towers, meraikhi, al maraikhi tower, maraikhi tower, maraikhi twr, al merikhi tower, merikhi tower, merikhi twr, al meraiki tower, meraiki tower, meraiki twr, almeraikhitower, meraikhitower, almeraikhitwr, meraikhitwr, al meraikhi szr, meraikhi szr, al meraikhi tower szr, meraikhi tower szr, meraikhi twr szr, szr meraikhi, szr meraikhi tower, szr meraikhi twr, al meraikhi sheikh zayed road, meraikhi sheikh zayed road"
Al Meria,subcommunity,"Al Jaddaf, Dubai","meria, almeria, al maria, almaria, al merya, almerya, al mariya, almariya, al meera, almeera, al jaddaf al meria, jaddaf al meria, al meria jaddaf, meria jaddaf, almeria jaddaf, almaria jaddaf, meria al jaddaf, jaddaf meria"
Al Marwa Towers,subcommunity,"Al Khan, Sharjah","almarwa, almarwatwr, marwatowers, almarwatowers sharjah, almarwa sharjah, almarwa al khan, alkhana marwa, almarwa turs, almarwa twrs, almarwa towrs, almarwatowersshj, almarwashj, almarwa al khan sharjah, almarwatower, almarwatowerss, almarwatwrs, almarwa-towers, almarwa-twr"
Al Merief,subcommunity,"Khalifa City, Abu Dhabi","almerief, almerif, al merif, almrief, al mrief, almirief, almerief kca, kca al merief, almerief khalifa city, almerief kcity, almerief abu dhabi, almerief ad, almerif kca, al merief community, al merief plots, almerieff"
Al Meryal,subcommunity,"Al Khabisi, Al Ain","meryal, almeryal, al meryel, meryel, almeryel, al merial, merial, almerial, al miryal, miryal, almereal, mereal, al meryal al khabisi, al meryal al ain, meryal al khabisi, meryal al ain, al khabisi al meryal, khabisi meryal, meryal alain, almeryal alain, al merial al ain, merial alain, al meryal khabisi, al khabisi meryal"
Al Mesk Villas,subcommunity,"Dubai Marina, Dubai","mesk villas, al mesk, mesk, al mesk villa, mesk villa, al mesk villas marina, mesk villas marina, al mesk marina, mesk marina, marina mesk, almesk, almeskvillas, meskvillas, al misk villas, misk villas, al mask villas, mask villas, amv, mesk vilas, almeskvilla, meskvilla, dubai marina mesk villas, dubai marina al mesk, al mesk vilas, al mesq villas, mesq villas"
Al Mewiji,subcommunity,"Al Jimi, Al Ain","mewiji, meweji, almeweji, mewji, almewji, muwaiji, almuwaiji, al muwaiji, muwayji, almuwayji, al muwayji, muweiji, almuweiji, al muweiji, mewiji al ain, mewiji al jimi, muwaiji al ain, muwaiji al jimi, almewiji al jimi, almuwaiji al jimi, mewejy, muweijy, miwiji, al miwiji, almiwiji, mwj"
Al Mina Tower,subcommunity,"Al Mina, Abu Dhabi","amt, am twr, mina tower, al mina twr, mina twr, alminatower, minatower, al meena tower, meena tower, al mena tower, mena tower, al mina tower abu dhabi, mina tower abu dhabi, al mina tower ad, mina tower ad, alminatwr, minatwr, al mina towr, al mina tower abudhabi, almina tower, mina twr ad, al mina twr ad, almina twr, mina towr"
Al Minhali Tower,subcommunity,"Muroor Area, Abu Dhabi","amt, al minhali, minhali tower, minhali, al minhali twr, minhali twr, alminhalitower, minhalitower, alminhali, al menhali tower, menhali tower, al menhali, menhali, al minhaly tower, al minhaly, al minali tower, minali tower, al minhali tower muroor, minhali tower muroor, al minhali muroor, minhali muroor, muroor al minhali, al minhali tower abu dhabi, al minhali ad, alminhali twr, minhaly tower"
Al Mirgab,subcommunity,"Al Heerah, Sharjah","mirgab, almirgab, al mirqab, mirqab, almirqab, al mergab, mergab, almergab, al mirghab, mirghab, almirghab, al mirgeb, mirgeb, mirgab sharjah, al mirgab sharjah, almirgab sharjah, al mirgab heerah, mirgab heerah, al mirgab al heerah, migrab, al migrab, almigrab, al mirg, mirg, almirg, almerg, merg"
Al Misbah,subcommunity,"Al Hili, Al Ain","almisbah, misbah, al mishbah, almishbah, misbah alhili, alhili almisbah, al misbah alhili"
Al Mizhar 1,subcommunity,"Al Mizhar, Dubai","almizhar1, mizhar1, mizhar one, al mizar 1, almizar1, al mizer 1, almizer1, mizhar, al mizhar1"
Al Mizhar 2,subcommunity,"Al Mizhar, Dubai","almizhar2, almizher2, almizhar ii, mizhar 2, al mizhar two, al mizhar 2 dubai"
Al Mizhar 3,subcommunity,"Al Mizhar, Dubai","almizhar 3, mizhar 3, mzhr 3, mz 3, a mizhar 3, al mizhar three, mizhar three, mizhar3, almizhar3, al m 3, mizhar 3 dxb, al mizhar 3 dxb"
Al Mnaizfah,subcommunity,"Al Muwaiji, Al Ain","almnaizfah, mnaizfah, al mnizfah, al mnazfah, al mnizfa, mnaizfa, almnizfah, almnazfah, mnaizfah al muwaiji, al muwaiji mnaizfah"
Al Mnaizlah,subcommunity,"Falaj Hazzaa, Al Ain","mnaizlah, al mnaiz, mnaizlah al ain, al mnaizlah al ain, mnzlah, al mnzlah, mnaizil, al mnaizil, almnzlah, mnazla, al mnazla, mnazlah, al mnazlah"
Al Moosa Towers,subcommunity,"Sheikh Zayed Road, Dubai","moosa towers, al moosa, moosa t, amt, am towers, moosa, al moosa t, al moosa tower, am tower, almosa"
Al Mowaihat 1,subcommunity,"Al Mowaihat, Ajman","mowaihat 1, al mowaihat one, mowaihat one, mowaihat 1 ajman, al mowaihat 1 ajman, mowaihat1, al mowaihat1, al mowaht 1, al mowaiha 1, al mowehat 1, al mowiehat 1, al mowayhat 1, al mowaiht 1, al mowaihat i"
Al Mowaihat 2,subcommunity,"Al Mowaihat, Ajman","mowaihat 2, mw2, mowaihatii, mowaih2, mowaihat_2, almowaihat2, mowaihat2 ajman, ajman mowaihat 2"
Al Mowaihat 3,subcommunity,"Al Mowaihat, Ajman","mowaihat 3, am3, amw 3, mowaihatiii, al mowaihat 3 ajman, mowaihat 3 ajman, al mowaihat iii, mowaihat3"
Al Mraijeb,subcommunity,"Al Jimi, Al Ain","almrajeb, mrajeb, almrjb, al mrejeb, almarajeb, marajeb, almrajib, al mrajib, almjreeb, aljimi al mrajeb, al mrajeb aljimi"
Al Muhairy Centre,subcommunity,"Al Khalidiya, Abu Dhabi","almhairy centre, al muhairy, muhairy centre, muhairy, amc, al m. centre, al m h c, almahairy centre, almuhairi centre, almuhairi, almhairi centre, almhairi, al k khalidiya muhairy centre, muhairy centre al khalidiya"
Al Muhaisnah 1,subcommunity,"Al Muhaisnah, Dubai","muhaisnah 1, al muhaisnah, muh 1, muhisnah 1, al muh 1, almuhaisnah1, muhaisnahone, al muhaisnah one, muhaisnah, muhaisnah 1 dubai"
Al Muhaisnah 2,subcommunity,"Al Muhaisnah, Dubai","al muhisna 2, muhisna 2, amh 2, muh 2, al muhisnah two, muhaisnah two, al muhaisnah, muh, muhaisnah, 2 muhisna, muhisna2"
Al Muhaisnah 3,subcommunity,"Al Muhaisnah, Dubai","al muhaisnah, muhaisnah 3, m3, muh 3, al muh 3, muhaisnah, almuhaisnah3, am3, alm3, muhaisna 3"
Al Muhaisnah 4,subcommunity,"Al Muhaisnah, Dubai","al muhaisna 4, muhaisnah 4, muhaisna 4, m4, al m4, muhaisnahiv, almuhaisnah4, am4, almuhaisna4"
Al Muhannad Tower,subcommunity,"Al Majaz, Sharjah","al muhannad, muhannad tower, muhannad, al majaz muhannad, muhannad al majaz, am tower, al muhnad, al muhanad, muhannad t, al muhannad t, muhannad sharjah"
Al Muheirbi Building,subcommunity,"Al Garhoud, Dubai","al muheirbi, muheirbi bldg, muheirbi, almuheirbi, muheirbi building, al garhoud muheirbi, muheirbi al garhoud"
Al Muhra,subcommunity,"Jumeirah Village Circle, Dubai","alm, alm jvc, al muhra jvc, alm jv, al murha, almuhra, alm jumeirah village circle, al muhra jumeirah village circle, muhra, al muhrah"
Al Mujarrah,subcommunity,"Al Sharq, Sharjah","mj, mja, mjr, muj, amj, am, mujar, mujarra, mujarah, mujara, mujrrah, mujaarrah, mujarh, mjrrah, mujahra, almujarrah, almujarra, almujara, almajarrah, sharq mujarrah, al sharq mujarrah, sharq amj, mujarrah sharq, amj sharq, shj mujarrah, sharjah amj, mujarra shj, amj shj, alsharq mujarrah, alsharqamj, almujarrahsharq, mujarah sharq, mujara sharq, sharq mj, sharq mujarra"
Al Muneera,subcommunity,"Al Raha Beach, Abu Dhabi","am, mun, muneera, munira, munera, mnera, almun, al munira, al munera, al muniara, al muneira, al munirah, al muneeraa, almuneera, almunira, almunera, almnera, almuneira, raha muneera, raha munira, arb muneera, arb munira, muneera raha, munira raha, rahabeachmuneera, rahabeachmunira, raha mnera, arb mnera, mnera raha"
Al Muneera Island,subcommunity,"Al Raha Beach, Abu Dhabi","am, ami, muneera, al muneera, almuneera, muneeraisland, munera, munira, moneera, monira, muneira, al munera, al munira, al moneera, al moneira, munera island, munira island, moneera island, monira island, arb muneera, arb al muneera, raha muneera, al raha muneera, raha beach muneera, rahabeach muneera"
Al Murad Mall,subcommunity,"Al Nuaimiya, Ajman","amm, al murad m, murad mall, murad m, al murad, murad, al murrad mall, al muraad mall, al murad mal, al marad mall, al mourad mall, al murd mall, al murrad mal, almuradmall, muradmall, almuradmal, nuaimiya al murad mall, ajman al murad mall, al murad mall nuaimiya, al murad mall ajman, nuaimiya amm, ajman amm, murad mall nuaimiya, murad mall ajman, almuradmall nuaimiya, almuradmall ajman, nuaimiya murad mall, ajman murad mall, al murd mal"
Al Murad Tower,subcommunity,"Al Nuaimiya, Ajman","amt, almurad, almuradtower, alnuaimiyaamt, amt ajman, almurad ajman, al murad twr, almuradtwr, almurad tower ajman, alnmia amt, alnuaimia amt, al murad towers, almuradtowerr, almuraad tower, alnurad tower"
Al Muraqqabat,subcommunity,"Deira, Dubai","muraqqabat, al muraqabat, muraqabat, deira muraqqabat, muraqqabat deira, almuraqqabat, almurakabat, murakabat, muraqbat, muraqabath, muraqqabath, al muraqabath, al muraqqabath"
Al Murar,subcommunity,"Deira, Dubai","am, murar, al m, murr, al muror, al marar, el murar, al morar, al mur, al mrar, almurar, demurar, deiramurar, deira murar, d murar, murar deira, al murar deira, deira al murar, almurr, almurrar, al mura, deira murr, deira al m, dmurar, almrar"
Al Murjan Building,subcommunity,"Dubai Marina, Dubai","murjan, al murjan, amb, am, dm murjan, dm al murjan, dm amb, dubai marina murjan, dubai marina al murjan, dubai marina amb, marjan, morjan, murjn, murgan, mirjan, murijan, murjhan, el murjan, murjan bldg, murjan bld, murjan buildng, murjan bldng, murjanbldg, murjanbuilding, almurbuilding, almurbld, almurgnbldg, murjan dm, al murjan dm, amb dm, dm marjan, dm morjan, dubai marina marjan"
Al Murjan Tower,subcommunity,"Danet Abu Dhabi, Abu Dhabi","amt, al murjan, murjan tower, murjan, al murjan t, murjan t, almurjan, murjantower, almurjantower, danet murjan, al murjan danet, al murgan, murgan tower, al murjan towre, amt danet, al murjhan, danat murjan, danet al murjan, almurjan tower, al murjan towers, murjan towers, murjan danet, murjan danat, al murjan danat, al murjan towers danet, murjann, al murjann, al murgan tower, murgan, murjan towre, almurjan towers, danat al murjan, murjan danet abu dhabi, amt danat, amt ad, danet amt, murjan tower danet, al murjan tower danat, al murjan danat abu dhabi, al murjan danet abu dhabi"
Al Muroor Tower,subcommunity,"Muroor Area, Abu Dhabi","amt, am tower, muroor tower, muroor twr, muroor towers, muroortower, muroortwr, almuroortower, amtower, almuroor tower, murroor tower, murror tower, murooor tower, al murror tower, muroor area tower, muroor area twr, muroor area amt, al muroor twr, muroortowers, muroor t, muroer tower, muroor tour, al muroer tower, muroor area muroor tower"
Al Murri,subcommunity,"Dubai Silicon Oasis, Dubai","murri, almurri, muri, almuri, murrie, al murrie, almurrie, murry, al murry, almurry, murre, al murre, almurre, dso murri, murri dso, dso al murri, al murri dso, dso almurri, almurri dso, dso muri, muri dso, silicon oasis murri, murri silicon oasis, silicon murri, murri silicon, dso murry, dso murrie, dso almurrie, dso almurry, mury, al mury, almurie, dso murre, almury, murry dso, murre dso"
Al Musalla,subcommunity,"Al Gharb, Sharjah","musalla, musala, mussalla, msalla, almusalla, almussalla, almusala, almsalla, musallah, musalah, al musallah, al musalah, musalla gharb, al gharb musalla, gharb musalla, musalla sharjah, sharjah musalla, musalla shj, al musalla shj, shj musalla, musala gharb, mussala, al mussala, musalla al gharb, algharb musalla, musallashj, musallasharjah, sharjahmusalla, musallaalgharb"
Al Musalla Area,subcommunity,"Al Karamah, Abu Dhabi","musalla, al musalla, al musala, musala, al mussalla, mussalla, al musallah, musallah, almusalla, musalla area, musalla karama, musalla karamah, karama musalla, karamah musalla, al karama musalla, al karamah musalla, msl area, al musalla ad, musalla ad, almusallaarea, musallaarea, musalla auh, musalla abu dhabi, al musalla auh, al musala area, musala karama, mussalla karama, al musala ad, musala ad, musala karamah, almusala, musalla karama area, karama musalla area, musallakaramah, musallakarama, am area, msl, musallah area, mussallah, al mussala, mussala, almusalla auh, musallaauh, musalaauh, karama musalla ad, musala karama ad, musallah karama, al musallah area, al musala karama, musala auh, musala karamah ad, msl karama, musalla krm, musalla karama ad"
Al Mushrif Villas,subcommunity,"Al Mushrif, Abu Dhabi","mushrif villas, mushrif villa, amv, mushrif vils, mushrif vills, mushrifvillas, almushrifvillas, mashrif villas, mushref villas, mushriff villas, mushrif vilas, mushreef villas, mushrf villas, mushrif ad, mushrif v, mushrifv, al mushrif vills, al mushrif villa, almushrif villa, mushreef, mushrif, mashrif, mushref, mushrif vils ad, mushrif villa abu dhabi"
Al Muteena,subcommunity,"Deira, Dubai","muteena, mutena, mutina, muteenah, mutenah, almuteena, almutena, almuteenah, almutenah, muteena deira, deira muteena, mutena deira, deira mutena, moteena, motena, muteina, mutinna, al mutena, al mutina, al moteena, al motena, al muteina, al mutinna, almutina, almotena, almoteena, al-mutena, al-muteena, mtna, mteena, mutenaa, muteenaa, almutenaa, almuteenaa"
Al Muzoon District,subcommunity,"Eastern Road, Abu Dhabi","amd, mzn, muzoon, muzon, al muzoon, al muzon, muzoon dist, muzon dist, al muzun, muzun, al mozoon, mozoon, al mazoon, mazoon, almuzoon, almuzon, muzoondistrict, muzoondist, eastern rd muzoon, muzoon eastern rd, al muzoon eastern rd, er muzoon, mzn dist, muzun dist, al muzoon dist, muzon district, al muzon district, eastern road muzoon, eastern road muzon, mz district, muzoondistr, muzondist"
